Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
11.69,5,2,16.3,3,14.3,19,3.7,32.6,2,4,611,10,3.05,262.11,4
11.5,7,13,15.5,5,17.4,26,4,34.3,0,3,602,10,2.42,117.26,15
12.30333,17,13,16.4,3,15.3,17,3.5,37.6,1,3,598,9,2.98,288.81,9
10.89,12,8,18.7,4,15.1,20,3.5,40.6,0,1,1133,6,0.94,125.91,14
12.4,5,5,15.8,1,11.7,13,3.7,34.4,0,3,703,8,0.54,45.19,10
12.4525,21,13,15.7,3,11.4,22,4,38.7,3,3,642,8,6.72,680.34,15
12.42,16,4,15.8,4,8.5,26,3.5,36.4,104,3,667,9,1.62,108.03,1
13.905,21,13,16.4,5,14.5,20,4.2,33.5,0,4,778,11,3.01,184.52,8
13.05,2,14,15.9,0,9,21,4.2,28.6,0,3,306,9,0.79,70.49,7
14.8,18,8,15.6,0,12.9,11,3.9,31.3,0,3,690,8,0.30,65.61,12
11.56,21,11,16.3,0,13.3,20,4,45.9,0,3,654,8,0.40,30.72,11
9.86,16,7,16.2,2,12,24,3.8,39.3,17,4,532,11,3.14,300.58,10
10.97,23,11,16.0,1,11.1,17,3.8,39.1,0,3,1136,8,0.94,74.52,7
11.84,13,5,14.6,6,12.4,25,4,38.6,0,2,416,7,1.93,194.25,7
10.9225,3,13,16.2,3,11.2,19,3.7,40.1,0,3,681,9,3.61,364.8,2
13.64,11,7,15.7,0,14.1,11,4,33.4,1,3,972,8,1.25,172.36,4
13.785,13,11,16.0,0,10.6,24,3.9,44,1,4,1364,9,2.99,294.1,5
12.4,16,14,15.7,0,12.7,19,3.9,27.4,3,2,754,7,5.95,952.79,12
8.0075,6,14,14.8,3,9.1,21,3.7,19.9,0,2,837,8,2.74,284.74,3
13.04,16,11,16.0,2,10.4,20,4.2,40.9,0,3,470,10,0.54,49.16,10
12.36,21,14,14.2,1,9.9,24,3.8,26.7,0,2,819,9,0.11,26.81,6
11.65,24,1,16.6,6,12.3,24,3.3,47.3,18,4,1132,11,3.96,194.9,7
12.095,3,13,16.2,4,12.4,28,4,45.9,0,3,485,9,1.92,111.56,13
11.95,11,11,15.9,2,14.2,22,3.7,27.6,53,3,306,10,0.60,35.43,15
10.9,19,11,16.2,2,14.2,28,3.7,29.2,0,4,614,11,0.58,60.82,5
11.175,23,7,15.8,3,14.2,26,3.4,32.2,0,4,472,10,2.32,107.67,7
12.80333,17,11,16.9,2,16.1,15,4,40.5,26,3,1138,9,2.22,206.58,9
15.345,3,5,16.1,0,11.5,16,3.4,25.2,8,3,1211,9,1.41,111.17,1
10.58,12,14,16.0,2,16.5,17,3.8,45.4,0,2,210,8,1.30,134.29,5
11.73666,16,13,15.9,2,14.9,24,4.1,47.5,1,2,1065,9,0.64,104.32,10
11.9425,7,3,16.3,1,12.3,17,3.8,31.8,21,3,464,10,1.95,173.32,15
8.26,16,5,14.6,1,8.1,18,4,32,3,2,539,6,1.52,192.81,11
10.12,16,5,15.4,2,12.7,27,3.6,30.4,2,3,576,7,3.06,266.11,1
12.24333,7,7,15.8,3,11.7,24,4,36.7,0,3,579,8,2.19,250.06,15
10.11,14,2,15.7,5,12.6,28,3.8,39.9,0,2,560,6,1.58,156.73,15
12.768,14,5,15.2,1,8.5,21,4.2,30.2,0,4,1156,10,4.13,495.08,11
11.55857,11,13,15.7,3,12.1,21,4,28.1,1,2,538,7,5.21,334.02,4
13.33,5,5,16.7,0,15.1,20,4,47.8,0,3,641,9,0.20,26.08,10
12.05,24,2,19.1,4,17.6,19,4,45.7,0,2,601,6,0.36,34.85,7
12.31,21,5,15.7,3,11,21,3.4,42.7,28,4,1032,10,1.24,87.95,10
8.2175,16,14,15.0,1,14.4,17,3.8,35.2,1,3,851,8,1.78,307.62,10
14.675,16,5,17.0,1,15.1,27,3.4,46.7,0,3,898,9,1.76,168.93,12
12.82,12,8,16.9,3,14.3,25,4,55.4,0,3,1119,9,0.24,44.04,1
10.79888,16,14,15.3,1,10.7,20,3.8,31.4,1,3,653,9,4.12,513.11,3
12.085,14,13,15.8,2,14.3,16,3.6,34.7,1,3,493,10,3.64,433.31,11
13.3,10,10,16.8,0,15.5,23,3.8,39.6,0,3,889,9,1.97,78.02,5
12.38,12,2,15.6,4,14.6,19,3.7,24.2,0,4,245,11,0.27,47.01,1
12.12,21,7,14.9,2,8.7,22,4,48.9,1,4,482,10,2.21,190.77,15
11.96,21,5,14.8,4,11.9,20,3.8,34.3,0,2,398,7,2.78,244.29,15
12.04666,17,5,15.8,3,11.8,19,3.6,49.2,0,3,855,10,3.74,180.42,9
12.52,12,4,16.2,1,15.4,26,2.8,29,0,4,615,11,0.42,79.21,6
11.985,16,5,15.7,1,10.6,27,3.9,42.6,1,3,993,10,0.37,49.53,10
12.675,2,7,15.8,0,17.1,14,3.8,34.1,1,3,922,10,3.40,456.14,9
11.155,19,14,16.4,3,16.7,19,3.5,32.9,0,3,595,11,0.86,83.55,5
12.77,16,7,16.0,0,11.9,9,3.6,44.1,0,3,386,8,1.47,75.37,6
14.17,16,4,15.5,1,11.4,20,3.3,38.2,0,4,910,10,0.42,67.85,12
11.09444,13,13,14.8,2,13.3,21,3.7,25.9,2,3,796,7,7.21,727.25,9
14.64,2,4,14.5,0,7.1,12,3.3,34.6,0,2,163,9,0.35,48.43,14
10.90285,21,7,16.6,2,10.3,20,3.7,29.7,1,2,869,6,6.36,697.67,4
10.69666,12,5,15.7,1,7.8,16,3.9,36,32,2,975,9,2.45,272.26,9
10.98,2,14,15.6,1,11.1,15,4.2,30.7,2,3,436,9,1.21,148.65,9
13.236,16,5,15.0,3,10.6,21,3.8,34.7,1,3,771,10,3.70,348.96,12
12.79,12,12,16.1,0,9.8,21,3.9,48.4,0,3,640,9,0.20,29.18,5
11.49428,16,4,14.5,0,12.3,21,3.5,35.7,2,3,652,9,4.04,501.21,10
10.25,11,11,15.8,1,9.9,21,3.9,41.5,0,2,456,7,0.56,122.38,4
12.9,2,5,15.4,3,13.5,22,3.5,35.2,0,3,346,8,0.95,66.3,15
12.55,21,3,15.8,0,10.9,14,4,37.2,0,3,913,7,0.67,39.87,11
11.74,18,7,15.7,2,8.6,21,3.6,16.9,0,2,628,7,2.37,306.16,12
14.44333,16,4,16.1,3,10.4,23,3.8,35.8,47,4,618,9,4.05,440.38,12
10.4,12,6,17.7,5,13.2,24,3.5,52.9,0,4,704,11,0.27,23.41,1
13.375,21,2,16.8,4,10.4,32,4.1,39.3,1,4,769,11,2.01,283.31,11
13.66666,16,6,16.5,1,13,23,3.9,32.1,3,4,759,10,4.92,488.87,12
9.96,21,6,15.5,4,13.6,16,3.7,32.3,0,3,668,9,1.43,100.73,8
12.42,16,9,15.8,3,12.9,21,3.5,33.1,0,4,610,10,0.41,38.5,12
14.00333,13,13,15.0,3,10.7,22,3.8,32.5,1,3,693,10,2.23,209.21,14
10.9475,5,11,15.6,1,10.6,20,3.7,35.5,48,3,500,7,4.75,415.22,4
10.98,2,3,15.7,0,12,17,3.7,13.5,0,2,657,6,0.42,24.98,9
12.12857,13,2,16.2,1,10.9,22,3.7,38.7,7,3,554,10,7.33,574.81,5
10.79,12,5,15.4,1,12.7,17,3.7,32.3,0,3,468,9,0.58,97.47,6
11.71,13,5,16.0,2,11,16,3.9,32.4,0,3,826,11,1.15,121.36,5
12.81,11,7,16.4,3,15.1,16,4.1,37.5,0,3,1075,9,1.00,63.49,4
9.98,15,13,14.6,4,9.5,23,4,40.9,0,2,508,6,0.86,48.56,7
10.45,16,6,15.8,6,10.7,23,3.7,36.8,0,3,368,7,1.35,59.97,3
11.265,2,2,16.8,0,10.7,25,3.6,34.7,0,3,517,10,0.50,118.98,9
11.88,16,13,16.0,4,10.8,22,3.8,32.3,3,4,469,10,4.78,559.14,1
10.84,24,11,16.1,0,15.7,14,4,47.8,0,3,632,10,0.26,104.63,13
12.14666,19,2,17.7,7,14.2,29,3.8,42.6,1,4,752,11,3.16,225.84,13
10.81,8,14,15.3,0,12.6,22,3.8,50.2,0,3,638,7,0.86,116.85,8
10.71333,12,1,16.2,2,15,26,3.6,43.1,5,3,1076,8,5.88,657.37,1
14.33,9,4,15.3,2,13.7,29,3.8,52,0,3,515,7,1.12,31.1,12
12.43,24,14,15.8,1,12.4,28,4,52,0,3,542,9,0.14,13.63,9
10.36666,13,14,15.4,1,10.5,21,3.2,30.4,85,3,460,9,6.17,645.2,5
11.71,16,5,15.8,4,14.2,24,3.9,48.9,0,3,802,10,0.89,91.32,10
11.3,8,14,15.4,3,12.9,21,3.6,34.5,2,2,642,7,2.93,212.27,8
10.36181,12,14,15.8,2,10.8,17,3.9,33.3,26,2,620,7,8.74,1060.02,9
11.65875,16,13,16.7,3,12.2,23,4.1,26.3,1,4,978,9,3.99,437.97,10
11.81,21,13,16.2,4,13,20,3.7,40,0,4,527,11,0.11,7.38,8
13.63,2,5,15.7,0,11.2,21,3.8,19,77,3,907,9,4.29,218.01,9
12.16,4,14,15.7,2,11.4,24,3.7,23.9,1,3,1271,10,2.01,147.83,13
12.64428,7,13,15.9,5,13.2,25,3.9,42.3,0,3,409,9,5.53,474.93,8
12.85666,5,14,15.4,0,9.7,17,3.7,31.6,1,3,1224,9,4.74,440.95,4
13.905,2,5,15.9,0,15.2,22,3.8,41.7,31,3,811,9,3.91,451.49,1
10.26,16,4,18.1,4,16,22,4,38.1,0,2,629,6,0.98,8.51,12
12.39666,1,13,15.8,3,14.2,24,3.6,34.4,0,4,1392,10,1.59,177.28,1
11.755,18,7,15.8,2,15.6,21,3.7,46.9,1,4,977,10,0.70,66.46,8
10.7,21,13,15.0,1,11.8,21,3.5,33.4,0,2,404,7,0.48,52.89,8
10.06066,10,14,14.8,1,9.8,20,3.5,31.1,23,2,1041,7,10.05,1304.35,3
12.12,5,6,16.2,4,14,24,4.2,42.3,0,4,950,11,5.17,160.89,8
13.094,14,5,15.7,4,13.5,20,3.8,33.7,1,3,1582,7,3.65,340.93,11
10,12,14,14.9,2,10.7,20,3.6,40.4,1,3,972,7,2.01,290.14,14
9.821666,16,14,15.6,2,15.2,23,3.5,36.4,57,3,864,8,5.12,551.29,14
10.56,5,13,16.8,0,9.1,20,3.9,47.4,0,3,605,9,1.28,142.33,15
9.305,16,14,14.8,2,9.3,20,3.6,25.1,0,3,549,7,1.86,197.94,10
10.22,12,14,15.4,1,14,21,3.7,32.8,4,3,834,9,1.53,211.24,1
12.9,16,4,15.8,3,16.1,22,3.7,43.4,33,4,432,10,5.76,514.66,12
12.37727,12,5,15.4,5,17.2,16,3.5,41.6,97,3,1644,8,5.64,566.89,1
11.5,12,14,16.5,3,5.5,24,4,39.8,0,4,316,11,0.63,69.71,1
13.585,16,7,16.5,0,12.4,19,3.9,54.7,3,2,891,6,1.87,172.29,6
14.72,16,7,16.1,1,10.9,12,3.4,28.8,1,3,677,9,3.16,341.54,12
9.206666,16,5,15.8,0,11.8,22,3.8,45.4,0,3,621,8,1.93,264.04,14
11.794,11,11,15.4,1,14.7,27,4,31.2,5,3,860,9,5.37,459.03,4
12.855,23,2,15.8,4,13.4,19,4,39.2,1,3,552,8,1.61,250.64,10
10.87909,16,7,15.9,1,13.6,26,3.6,30,6,2,378,6,7.85,1042.8,6
12.325,13,11,15.2,2,9.3,17,3.8,39,0,3,431,9,2.49,219.28,2
10.81333,7,3,15.6,1,14.3,24,3.5,52.6,0,2,554,8,0.70,85.72,11
13.42333,23,7,16.0,0,12.3,22,3.8,35.8,0,3,904,8,1.95,153.71,7
11.99,14,7,14.8,1,11.1,17,3.4,34.9,1,3,471,8,0.94,142,7
12.34,16,12,15.8,0,12.8,22,3.6,29.3,1,3,1038,9,4.55,616.59,2
11.185,2,1,15.8,2,9.8,22,3.8,44.4,1,2,1665,7,0.96,89.41,15
11.63,11,14,14.6,4,8,22,4.1,30.7,0,2,728,6,0.30,28.8,4
15.33583,21,7,15.5,0,10.4,21,3.8,23.4,48,3,944,8,8.25,788.6,6
11.12,21,8,16.8,1,14.6,26,3.5,47.2,0,3,889,9,0.58,66.42,8
12.705,16,4,16.2,0,9,29,3.8,30.9,1,2,784,6,5.47,331.9,12
11.93,23,7,15.2,3,13.4,25,3.5,27.3,0,3,1184,10,0.37,10.74,7
11.01714,23,13,15.3,0,12.5,17,3.5,31.2,39,2,842,9,7.18,483.35,7
13.90333,19,5,15.8,0,16.6,15,3.4,41.1,0,3,614,8,4.18,190.55,13
11.826,7,13,16.0,5,13.2,23,3,32.5,77,4,622,10,4.49,540.26,11
13.305,2,5,16.2,3,13.5,9,3.6,44.1,0,3,892,10,1.52,131.49,9
10.16,16,4,15.1,3,14,24,3.8,29.5,0,2,659,7,2.79,90.71,14
11.63,1,2,16.0,0,15.4,17,3.6,43.2,0,3,1072,10,1.36,146.31,1
10.36333,23,6,16.3,3,16.2,24,3.4,35.1,2,2,647,9,3.99,292.32,10
12,16,6,17.2,3,17,21,3.6,44.5,0,2,935,7,0.79,39.07,1
11.31333,2,14,16.3,3,14.8,22,4.1,29.2,1,4,706,11,2.46,261.51,9
12.73,14,3,15.9,0,15.5,21,4.1,39.5,0,3,348,8,0.55,54.53,9
15.22,16,5,15.0,2,11.5,17,3.8,44.1,1,2,698,7,1.21,124.75,12
11.02333,16,7,15.2,3,10.8,15,3.7,35.8,22,2,931,7,1.86,238.45,10
10.89,14,13,16.6,4,16.8,19,3.9,30.6,0,4,592,11,0.37,34.36,9
10.178,24,7,16.2,3,12.6,15,3.4,41.6,37,3,813,10,4.51,306.09,13
10.95142,12,14,15.1,2,11.3,14,3.1,33.9,23,4,1381,10,2.47,260.6,9
11.095,2,5,15.9,2,14.5,20,3.2,39.5,122,2,798,8,3.07,303.49,9
13.245,19,5,14.9,0,8.5,20,4.2,23.7,25,2,615,7,1.29,135.12,13
11.98,22,11,15.2,0,13.3,18,3.6,43.1,0,3,218,9,0.67,68.74,2
14.36,23,2,16.2,3,16.4,23,3.9,41,0,4,1057,11,0.70,102,10
12.1,5,13,16.2,3,13.9,23,3.8,30.5,1,4,545,9,1.53,162.18,10
11.08,24,11,16.2,1,11,22,4.1,26.9,0,2,264,7,0.23,33.55,13
13.6,16,4,16.2,5,16.1,25,3.8,27.6,0,5,1587,11,1.09,109.59,6
11.755,22,2,17.7,4,13.2,26,3.3,37.3,0,4,537,11,2.66,201.18,2
12.852,11,13,16.2,3,16.7,20,3.7,32.6,31,4,377,9,5.46,382.67,4
8.482,19,5,16.6,5,16.4,24,3.6,33.9,1,2,935,6,2.17,184.08,13
10.6,16,12,15.4,1,14.7,25,3.8,37.3,0,2,362,6,0.80,71.25,12
13.048,14,2,16.0,2,13.2,24,4.1,20.4,1,3,216,10,4.31,458.73,15
12.21333,12,14,15.6,3,15.7,24,3.9,36.7,23,4,526,11,1.32,138.32,1
11.3975,4,5,15.2,2,12.2,19,3.4,35.7,39,2,265,8,2.40,271.9,13
9.902,17,13,15.5,3,15.8,17,3.9,29.4,99,3,506,8,4.32,275.96,9
11.26055,12,5,15.6,1,12.6,17,3.9,46.9,5,2,584,7,8.15,1238.85,6
11.605,16,13,15.3,1,12.5,25,3.9,40.7,0,2,338,8,1.53,55.08,10
9.4075,21,2,18.3,0,11.2,22,3.8,35.5,1,2,428,6,3.64,308.63,8
12.31,14,5,15.8,0,10.7,28,3.8,37.2,0,3,299,9,0.87,112.07,9
9.925,23,3,17.1,4,11.9,24,4.1,32,0,2,999,6,1.26,108.67,7
12.15,13,11,16.0,2,14.1,16,3.4,50.5,0,2,622,7,0.29,23.98,9
16.54,16,4,15.4,0,13.2,20,3.6,37.9,0,3,533,8,0.41,48.15,12
11.195,13,7,14.9,1,10.1,20,4.1,39,0,2,750,8,1.81,241.09,8
10.52,19,13,14.6,0,12.9,24,3.9,50.8,0,1,361,6,2.32,81.38,9
10.92,14,14,15.6,2,14.5,20,3.9,52.6,0,3,745,8,1.78,228.44,9
9.55,21,14,16.4,2,14.4,32,3.8,30.2,0,2,627,6,0.80,92.23,8
14.18076,11,5,16.2,0,11.7,18,3.7,26.6,31,3,1225,9,14.24,953.59,4
13.52666,19,5,15.5,0,13.6,20,3.8,29.6,1,2,576,7,1.19,93.89,5
11.52,2,14,15.0,2,12.1,18,3.4,44.6,89,3,537,9,4.01,496.42,15
10.6,14,13,15.7,0,10.4,12,3.6,51.1,65,3,1258,9,1.10,59.7,9
12.05,19,2,15.2,2,12.2,16,3.9,28.5,0,3,1027,9,2.13,171.83,13
10.955,7,2,17.2,5,14.7,25,3.8,17,19,4,742,11,5.50,520.64,15
15.38333,19,5,15.7,0,11.6,10,3.8,36.4,0,2,717,7,1.41,182.43,13
12.09,21,5,16.1,4,10,21,3.7,41,0,4,550,11,0.51,17.98,8
13.284,21,5,17.5,0,13.3,16,3.9,44.9,5,2,678,6,3.53,380.65,6
12.32,18,5,15.0,4,16.3,24,3.5,46.9,1,3,530,8,1.98,186.53,13
10.07181,12,5,15.8,1,14.4,24,3.9,26.7,45,3,730,8,10.61,950.49,2
10.91333,20,7,14.8,1,9.3,15,3.5,40.2,0,3,495,10,1.55,166.61,7
11.305,24,13,15.3,3,13.6,21,3.8,27.3,101,3,878,8,2.06,258.2,7
10.185,12,5,15.5,1,12.2,23,3.8,50.6,2,2,1122,7,4.61,625.84,14
12.42111,16,3,16.2,4,14.3,28,2.8,28.1,149,3,866,8,6.99,575.42,10
9.685,16,1,16.2,2,16.1,23,3.9,44.4,62,3,915,9,1.92,223.93,14
11.916,12,2,17.7,5,15.1,23,3.8,36.2,4,3,708,11,4.69,384.09,1
10.24,16,7,15.1,2,12.1,21,3.5,39,19,3,306,7,4.07,379.84,10
11.95,2,2,16.0,4,15.7,15,3.4,33.1,0,4,341,10,0.84,65.39,1
12.67666,23,13,15.8,4,10.1,22,3.6,29.2,0,2,877,10,1.83,184.75,10
11.92666,21,5,14.9,4,14.6,19,4,21.3,5,1,641,6,4.18,337.44,8
13.66,5,2,17.6,0,15.9,27,3.9,36.7,0,3,609,9,0.43,31.54,15
11.31428,22,13,16.4,4,14.5,24,3.9,39.9,4,3,317,11,6.84,719.79,2
11.5425,11,13,16.6,3,9.8,26,3.9,28.6,0,3,915,10,5.60,344.14,4
10.94,12,4,15.3,4,11.7,22,3.8,24.9,1,3,723,7,4.06,398.33,2
10.8,2,5,16.3,5,9.8,23,3.9,42.1,0,3,598,11,0.45,64.76,9
9.511111,12,14,14.7,3,8.2,14,4,28.7,4,3,866,9,4.11,642.48,2
11.31666,18,13,15.6,2,14,25,4,34.1,14,3,772,10,5.90,602.61,8
11.68,14,5,15.8,1,9,18,3.5,51.4,34,3,1171,9,3.20,346.37,11
12.705,24,13,16.8,1,15.5,22,4,30.3,1,3,365,9,1.41,73.92,13
12.36,12,5,16.6,0,12,23,3.9,42.5,0,4,500,10,1.77,138.23,3
12.33,13,3,15.5,0,11.2,28,3.5,43.5,0,3,1137,9,0.21,15.77,5
12.96714,21,2,16.6,0,11.6,22,3.3,30.5,1,3,388,10,4.51,601.46,11
10.74,12,8,15.5,2,12.6,16,3.9,35.6,29,3,489,7,1.90,193.89,10
12.36428,9,13,15.3,2,8.5,24,3.8,35.2,4,4,531,10,4.06,428.36,12
11.815,21,11,16.0,1,13.6,18,4.3,33.3,6,3,607,9,5.39,562.73,8
11.565,13,11,18.0,1,15.2,23,3.7,39.2,76,3,395,8,2.93,199.31,7
13.12666,5,13,14.9,2,13.2,19,3.9,43.7,3,4,484,10,3.28,274.2,10
12.635,13,14,15.8,0,15.2,22,4,24.8,1,3,1039,8,3.00,384.44,5
13.28333,16,11,16.7,1,14.9,20,3.8,24.3,1,3,528,9,1.10,121.75,10
11.3,16,4,16.3,5,13.9,24,3.8,34.3,0,3,398,11,0.72,359.88,10
12.85333,14,14,14.3,0,13.2,19,3.5,26.7,1,3,411,8,2.67,231.75,11
12.02727,1,11,16.4,2,13.9,28,3.7,32.9,23,3,1037,10,2.84,346.72,13
11.62,13,11,15.9,0,14.3,22,3.6,49.2,0,3,1000,8,0.57,46.31,8
12.36,12,4,16.5,5,11.3,25,3.9,39.5,0,4,389,11,0.86,78.74,1
10.93,24,5,15.5,4,12.3,29,4.1,33.9,0,2,856,7,0.32,26.8,13
14.59333,16,4,15.0,4,11.7,23,3.9,33.1,1,2,807,7,6.69,689.24,12
12.6,12,4,14.7,2,9.3,14,4,40.7,0,3,1104,10,0.40,28.63,9
11.33,7,7,14.6,0,7.9,15,3.7,42.3,1,2,596,6,4.49,340.61,15
8.82,2,2,15.7,1,11.1,27,3.8,34.6,0,2,393,6,0.31,49.11,14
7.71,16,11,15.4,1,10.3,17,3.7,29.5,0,2,321,6,0.52,58.14,1
12.07312,12,14,15.5,0,12.9,23,3.9,24.5,6,3,638,9,11.91,1044.67,3
10.97,16,14,15.5,2,14.3,23,3.7,21.5,40,3,864,8,7.75,713.44,1
11.45333,21,14,15.4,1,11.4,21,4,47.8,1,2,477,7,2.96,333.62,8
10.7,2,7,17.6,1,13.1,22,3.9,28.1,0,2,669,6,0.62,56.87,9
12.11333,16,4,16.6,5,16.4,19,3.9,30.8,2,3,514,11,6.93,735.04,12
10.855,21,14,15.1,1,11.2,23,3.7,33.4,32,3,602,10,4.93,671.42,4
11.93285,21,14,15.3,2,11.8,14,3.9,33.9,30,3,454,8,4.93,615.5,8
11.71,7,2,16.2,0,11.8,25,3.9,25.7,0,4,810,10,0.28,43.25,15
10.78666,16,5,15.7,2,9.4,21,3.9,46,5,2,1584,8,2.47,221.55,1
11.745,7,5,15.7,4,11.4,23,3.6,20.9,1,2,1055,6,2.98,304,11
11.1,12,8,17.0,2,16.7,27,3.4,34.4,18,2,285,7,2.26,202.25,14
9.32,24,7,14.7,3,9.5,18,3.7,44.1,0,4,478,10,1.40,88.78,9
12.235,11,14,15.2,2,8.8,13,3.9,23.4,1,3,735,8,1.09,133.28,4
11.66,2,2,15.5,1,9.7,22,3.6,27.4,47,3,747,9,2.69,350.07,1
12.155,19,7,15.3,2,10.1,27,4,30,0,3,627,7,1.50,132.76,13
11.912,12,5,15.6,1,13.9,23,3.5,38.6,8,4,590,9,3.50,440.71,9
12.264,21,2,16.1,4,12.8,24,3.7,31,0,4,741,9,3.07,240.93,11
9.605,21,7,14.9,3,8.3,29,3.5,29.1,1,2,414,6,3.61,259.89,8
13.535,11,2,15.5,0,11.5,22,3.4,42.1,0,3,444,8,1.92,167.08,4
11.75,9,14,15.9,2,15.2,21,3.7,38.9,0,3,236,8,1.63,61.64,13
10.755,2,1,16.1,6,12.1,26,3.6,35.3,107,3,669,9,1.90,159.74,15
11.605,2,14,15.0,3,10.5,19,3.9,42.5,1,2,894,7,1.45,129.95,15
12.608,12,5,15.8,0,13.1,11,4,28.2,2,2,293,7,4.20,467.27,2
10.26875,11,14,15.4,0,10.5,22,3.9,34.3,2,2,837,9,6.98,652.38,4
11.2325,2,5,16.1,2,11.8,23,3.7,39.3,1,2,646,6,4.16,381.83,9
12.00333,16,7,16.5,0,12.4,26,3.8,23.7,0,2,669,6,2.42,252.66,6
12.53,16,4,15.1,2,9.1,21,3.7,42.2,0,3,928,10,0.94,88.88,12
12.575,21,5,14.9,4,9.3,20,3.7,37.2,2,2,942,6,3.45,291.33,6
14.22666,16,9,16.2,1,13.5,22,3.9,25.2,1,3,812,7,4.60,426.99,12
13.108,16,4,16.0,3,12.6,23,3.9,47.4,1,4,513,11,4.88,335.6,6
11.65,13,8,16.0,3,13.2,23,3.9,30.8,0,3,756,10,0.32,17.14,5
11.17,14,13,15.7,4,11.9,22,3.8,31.5,1,3,435,7,1.57,175.25,15
10.395,12,4,15.9,1,11,21,3.8,39.4,0,3,281,8,0.29,59.66,3
11.2075,14,13,15.2,5,12.9,34,4,45.1,30,2,809,7,2.30,281.07,15
10.735,21,6,15.6,4,12.1,27,3.8,31.9,0,4,337,10,2.60,97.21,8
11.62,23,13,15.7,6,10.6,30,3.9,24.6,1,3,443,8,2.86,242.94,7
14.44,24,14,15.0,0,13.7,20,3,37.4,0,3,286,7,3.30,110.37,13
13.286,12,5,15.0,0,10.7,18,4,20.3,1,2,793,7,4.99,574.68,6
11.65,3,13,15.4,4,11.3,24,4,45.6,1,3,934,8,6.23,335.57,13
11.32,22,2,17.7,2,16.2,23,2.9,26.8,139,3,370,9,4.82,457.99,2
11.069,13,11,16.3,1,17.2,20,3.7,34.4,132,3,1164,9,9.48,864.9,2
11.51333,2,2,16.2,4,15.1,26,4.1,49.5,1,3,1087,10,2.98,321.15,15
12.03,23,3,16.2,1,12.7,20,4,32.6,0,4,526,10,0.34,31.53,7
12.32,2,3,15.6,1,16.5,25,3.7,19.8,0,2,671,8,0.37,49.82,9
10.43,20,7,15.5,3,11.6,24,3.7,34.2,0,2,515,7,2.28,116.01,15
12.2625,1,2,15.9,2,11.6,25,2.9,43.5,29,3,955,10,1.86,150.47,2
12.92,9,11,15.2,1,12.1,25,3.6,34.8,0,2,641,8,0.22,37.34,12
9.462,7,3,16.3,2,13.3,24,4.3,14.8,2,3,866,7,3.37,490.7,4
10.925,14,5,15.0,3,12.3,20,3.9,34.1,0,2,1244,7,1.37,124.5,9
11.1475,19,1,16.6,3,13.5,27,3.8,39.4,1,3,933,7,4.45,298.8,5
10.28,16,14,15.3,1,11.4,19,3.8,45.9,0,2,793,7,0.18,24.91,3
10.34333,12,7,16.3,2,13.8,16,3.7,38.9,1,4,502,11,3.03,243.62,2
11.478,7,5,15.9,3,12.7,17,3.7,27.6,31,3,1032,7,2.73,464.68,15
10.99,16,4,14.9,0,10.9,27,3.9,45.8,0,2,688,7,2.52,207.49,14
12.164,2,5,15.7,2,13.4,22,4,45.9,1,3,854,9,2.59,283.64,14
13.15333,24,2,15.7,1,10.4,20,3.7,37.7,5,3,512,8,2.04,233.9,13
10.59,13,11,16.0,2,12.6,26,3.9,31.9,0,2,279,7,0.56,60.37,3
11.732,16,5,16.4,3,11.3,21,4,49.6,89,3,692,8,1.84,204.06,10
12.32,12,11,16.0,2,14.6,22,4,42.9,0,3,511,8,1.14,93.62,5
13.045,16,4,16.4,4,13.6,26,3.7,39.7,1,5,588,11,7.43,659.52,6
12.61857,19,5,16.9,3,13.9,15,3.7,42.7,5,3,707,6,5.67,447.72,13
12.86,5,4,16.6,5,10.7,18,3.7,34.9,0,3,331,11,0.35,22.43,10
12.965,5,14,15.0,0,9.8,17,4.3,32.6,0,3,943,8,2.22,167.87,15
10.21,5,6,16.6,4,15.2,25,4.1,43.1,0,2,542,7,0.88,60.43,8
11.82,7,10,16.6,2,12.3,21,3.9,28.9,0,3,608,10,0.64,61.19,11
9.65,16,4,16.0,1,13.8,20,3.8,41.4,0,2,716,8,0.65,66.88,14
11.93,16,13,16.0,4,12.4,24,3.9,35.2,3,4,995,10,2.82,162.96,10
11.036,13,14,14.9,2,10.2,20,3.7,46,2,2,1623,8,2.42,285.08,5
16.25,9,9,16.3,2,14.7,24,4,43.3,0,3,1281,8,3.91,144.67,12
11.21,23,13,16.4,3,15.8,20,3.9,36.1,0,5,550,11,0.57,38.69,7
11.50666,7,14,15.8,2,13.7,17,3.9,35.5,0,2,814,7,2.29,122.9,15
10.9,19,3,15.8,2,14.5,19,3.8,27.5,0,3,564,7,0.29,36,5
12.7775,19,8,15.6,3,10.2,25,4,38,4,4,901,9,4.00,371.89,5
14.14571,2,5,15.7,0,12.9,22,3.7,39.1,26,3,786,8,4.51,532.78,15
11.75,21,11,16.3,2,14.1,22,3.7,22.8,1,3,716,10,1.29,129.17,11
13.04285,13,2,15.9,2,10.8,27,4,23.4,4,3,279,10,5.92,461.25,8
12.29666,21,13,15.8,4,10.3,22,3.9,41.1,1,4,1214,10,3.25,251.31,11
10.67,19,13,15.2,2,10.6,29,3.9,38.7,0,3,430,7,0.30,21.32,5
